timestamp,open,high,low,close,volume
2025-10-03,234.87,237.15,227.26,232.98,1443229.31454205
2025-10-04,232.98,234.21,224.29,227.96,618087.17100975
2025-10-05,227.95,237.27,226.62,228.68,768768.90102964
2025-10-06,228.68,237.96,227.63,232.45,1284066.08178293
2025-10-07,232.46,235.28,219.81,220.05,1300788.4383162
2025-10-08,220.06,229.77,217.44,229.14,1186863.86398166
2025-10-09,229.1,229.73,216.75,221.03,1138506.30479667
2025-10-10,221.03,224.52,176.85,188.82,3208124.63897384
2025-10-11,188.83,191.24,172.78,177.82,2518633.49842892
2025-10-12,177.83,199.19,173.17,197.2,2017155.33898269
2025-10-13,197.2,209.48,190.34,208.87,1510398.12723951
2025-10-14,208.87,211.47,191.23,202.55,2956721.74953971
2025-10-15,202.54,209.0,192.18,193.94,1671279.56056952
2025-10-16,193.93,198.5,182.0,184.88,1823277.49538398
2025-10-17,184.85,187.58,174.1,182.05,2015096.12255198
2025-10-18,182.01,188.42,181.81,187.63,587986.48950285
2025-10-19,187.62,192.33,183.22,187.94,850322.39303923
2025-10-20,187.94,194.63,183.89,189.79,897899.36433938
2025-10-21,189.79,197.81,182.66,185.71,1512373.61801928
2025-10-22,185.7,187.53,177.24,180.16,1462533.78236272
2025-10-23,180.15,193.5,179.71,191.43,1055010.3624368
2025-10-24,191.42,196.79,188.83,193.63,948111.48636826
2025-10-25,193.62,195.29,191.26,193.87,288633.54461901
2025-10-26,193.86,202.19,191.96,200.07,634974.0893024
2025-10-27,200.05,205.32,197.25,198.68,943477.22272819
2025-10-28,198.67,203.95,190.37,194.21,1173659.86948724
2025-10-29,194.21,201.71,189.55,193.95,1346233.89971289
2025-10-30,193.92,198.2,178.58,184.67,1575948.0682586
2025-10-31,184.69,190.2,183.69,187.14,1189060.72267668
2025-11-01,187.12,187.42,183.7,186.26,462210.33923811
2025-11-02,186.26,188.26,182.04,187.67,462584.47340532
2025-11-03,187.67,189.05,163.2,166.01,1942220.21297525
2025-11-04,166.01,168.36,146.44,154.99,3219271.77710517
2025-11-05,154.99,163.99,147.24,162.35,1994367.09212196
2025-11-06,162.35,162.94,147.68,155.2,1279532.04266006
2025-11-07,155.18,164.4,149.72,161.71,1550674.74025322
2025-11-08,161.69,164.83,155.75,157.97,725715.71723649
2025-11-09,157.98,166.54,155.08,164.52,834832.1852315
2025-11-10,164.5,170.45,163.38,167.31,1025593.59146152
2025-11-11,167.31,171.89,153.84,154.54,1245171.56351226
2025-11-12,154.54,161.16,151.16,153.36,1159302.81753508
2025-11-13,153.39,157.19,141.01,144.7,1786511.02282989
2025-11-14,144.7,145.63,135.64,138.8,2021230.4339528
2025-11-15,138.81,144.63,138.5,139.55,645493.9189116
2025-11-16,139.56,143.25,134.34,137.07,943366.20495217
2025-11-17,137.07,143.23,128.64,130.82,1744991.06512607
2025-11-18,130.84,142.06,128.87,140.63,1910716.08571446
2025-11-19,140.62,142.74,130.0,136.93,1871414.05556185
2025-11-20,136.93,144.66,131.0,133.48,3227486.15207338
2025-11-21,133.49,134.95,121.47,128.57,3839189.02879389
2025-11-22,128.59,129.87,125.03,127.52,1094453.41399503
2025-11-23,127.51,133.47,127.47,130.53,1027921.63062639
2025-11-24,130.54,139.85,128.35,138.4,1744305.43503475
2025-11-25,138.38,140.47,133.11,138.9,1477975.66423871
2025-11-26,138.89,144.74,135.45,143.0,1461377.12544445
2025-11-27,143.0,144.25,140.45,140.83,852973.03125679
2025-11-28,140.82,143.6,136.0,137.36,1147319.36048856
2025-11-29,137.33,138.1,134.86,135.95,426537.33694755
2025-11-30,135.95,140.19,133.26,133.47,703459.17862411
2025-12-01,133.48,133.74,123.08,126.66,2135340.84744726
2025-12-02,126.65,140.93,126.0,138.7,1423721.17134199
2025-12-03,138.69,146.1,137.78,144.68,1228258.53237821
2025-12-04,144.68,146.92,137.81,139.06,1148744.77315927
2025-12-05,139.05,140.76,130.81,133.33,1122289.83595512
2025-12-06,133.32,134.2,131.33,132.23,443192.72705522
2025-12-07,132.23,136.37,127.73,132.28,742301.06675501
2025-12-08,132.28,139.36,131.54,133.28,1131094.80914281
2025-12-09,133.26,144.9,131.6,137.88,1280294.58868574
2025-12-10,137.87,142.62,135.41,136.31,1299004.60732887
2025-12-11,136.29,137.84,129.04,136.44,1484567.7022669
2025-12-12,136.43,140.16,130.35,132.32,1116816.26095462
2025-12-13,132.31,134.29,131.65,133.17,360451.17343131
2025-12-14,133.16,133.69,128.0,129.41,564628.28958069
2025-12-15,129.39,135.43,123.58,127.8,1565140.34655338
2025-12-16,127.79,130.11,124.87,129.11,1278398.65037823
2025-12-17,129.13,133.97,121.26,123.21,1615965.3593414
2025-12-18,123.22,128.97,116.82,119.52,1911138.09793406
2025-12-19,119.52,127.79,117.55,126.19,1282234.07930794
2025-12-20,126.2,126.83,125.22,125.75,315444.62860467
2025-12-21,125.75,126.58,123.37,126.0,398999.84632231
2025-12-22,126.0,128.7,124.13,125.85,912324.52678738
2025-12-23,125.84,126.86,122.11,123.92,727616.89539464
2025-12-24,123.92,124.22,120.47,122.44,707075.87318426
2025-12-25,122.44,124.37,119.68,119.99,441342.21248406
2025-12-26,119.98,125.04,119.17,122.19,1076341.77600323
2025-12-27,122.18,124.98,121.78,124.64,348043.83962625
2025-12-28,124.64,125.53,122.97,125.17,288058.44470909
2025-12-29,125.17,129.96,122.21,123.09,1228756.74978445
2025-12-30,123.08,126.38,122.43,124.88,685455.62397877
2025-12-31,124.87,127.24,123.07,124.45,1209253.50226929
2026-01-01,124.44,127.08,123.94,126.73,561103.46079474
2026-01-02,126.74,133.19,125.68,132.25,1501164.83245491
2026-01-03,132.24,133.92,129.54,133.32,583804.15335442
2026-01-04,133.32,135.49,133.05,134.04,728586.76935845
2026-01-05,134.05,139.85,133.08,137.9,1104565.27309804
2026-01-06,137.89,143.44,136.06,141.04,1355578.56522502
2026-01-07,141.04,141.32,134.28,136.25,913148.26944792
2026-01-08,136.25,139.95,132.54,138.25,1064324.12701166
2026-01-09,138.24,140.99,134.79,135.79,1276867.02444132
2026-01-10,135.79,136.86,135.18,135.67,285541.64869834
2026-01-11,135.66,141.36,135.56,139.5,895925.80562731
2026-01-12,139.5,144.7,138.2,139.05,1505558.57045035
2026-01-13,139.04,148.9,137.66,145.43,1468661.16456317
2026-01-14,145.42,148.41,143.32,146.7,1448383.99027118
2026-01-15,146.68,146.71,140.88,142.37,1073851.49332302
2026-01-16,142.36,145.5,140.15,144.83,823362.36128391
2026-01-17,144.84,144.93,143.26,143.66,334271.20706607
2026-01-18,143.66,143.93,137.62,137.81,572843.36639205
2026-01-19,137.78,137.78,130.05,133.36,1044019.1646179
2026-01-20,133.34,134.54,124.72,125.66,1748518.80821759
2026-01-21,125.66,132.07,125.14,129.44,1309903.22997039
2026-01-22,129.44,130.9,126.58,128.35,688540.25461698
2026-01-23,128.35,130.05,125.15,127.28,665560.07120709
2026-01-24,127.29,127.92,126.46,127.02,234489.96883737
2026-01-25,127.02,127.28,117.12,118.73,1053441.98770309
2026-01-26,118.73,125.46,118.41,124.09,1067416.35571351
2026-01-27,124.09,127.71,122.93,127.02,691066.88290288
2026-01-28,127.02,128.16,124.59,125.16,692817.41143682
2026-01-29,125.16,125.31,115.17,117.61,1477040.88560788
2026-01-30,117.62,118.94,111.79,117.42,1825526.90614542
2026-01-31,117.43,118.72,96.52,105.44,3232742.37384276
2026-02-01,105.44,106.58,97.93,100.66,1913225.72541561
2026-02-02,100.67,106.04,95.83,104.46,2900619.24290899
2026-02-03,104.45,104.99,96.59,97.76,2125188.15726021
2026-02-04,97.74,99.52,89.11,91.92,3632643.05307402
2026-02-05,91.91,93.25,77.43,78.19,6218856.92472819
2026-02-06,78.19,89.77,67.48,87.4,6301027.39989494
2026-02-07,87.38,89.16,84.12,87.54,2028173.66279127
2026-02-08,87.55,89.03,85.7,86.92,1189959.84777035
2026-02-09,86.93,88.65,82.77,86.72,1828737.63046188
2026-02-10,86.72,87.46,81.84,82.95,1320308.83924114
2026-02-11,82.96,84.35,78.0,79.23,2039254.14737231
2026-02-12,79.24,82.19,76.53,78.33,2003704.68621687
2026-02-13,78.32,85.59,77.46,84.27,1882291.07928253
2026-02-14,84.29,88.85,84.17,88.03,1304085.96629031
2026-02-15,88.02,91.21,84.85,86.1,1874286.08021959
2026-02-16,86.1,86.89,82.51,86.4,1442737.90569724
2026-02-17,86.41,87.63,82.88,85.05,1206487.61390961
2026-02-18,85.05,86.03,80.44,81.56,1232735.60869752
2026-02-19,81.56,82.64,79.58,82.46,1031511.64258074
2026-02-20,82.46,85.44,81.74,84.64,1621404.07119288
2026-02-21,84.65,86.74,83.95,85.15,595284.15270571
2026-02-22,85.14,85.58,82.41,82.75,645766.55141371
2026-02-23,82.75,82.81,77.12,77.88,2080055.54654184
2026-02-24,77.87,79.62,75.63,78.99,1438396.55904766
2026-02-25,79.0,92.12,78.73,88.06,2824960.3245583
2026-02-26,88.04,89.27,84.36,85.91,1868436.88284825
2026-02-27,85.91,88.29,80.31,81.84,1878976.37168423
2026-02-28,81.84,85.7,77.13,84.37,2118538.65773742
2026-03-01,84.37,88.89,81.71,83.6,2016060.5189941
2026-03-02,83.61,90.31,82.36,86.64,2747690.07762766
2026-03-03,86.63,87.5,82.47,86.99,2434638.26700507
2026-03-04,86.98,94.11,84.77,90.88,2822813.70062733
2026-03-05,90.89,92.99,87.84,88.78,1503508.99467932
2026-03-06,88.78,89.32,83.64,84.67,1799452.92727928
2026-03-07,84.67,85.07,82.27,83.22,554625.32460468
2026-03-08,83.22,84.11,80.25,81.59,780234.67513214
2026-03-09,81.6,87.06,81.54,84.96,1656066.77763918
2026-03-10,84.95,88.81,84.84,85.89,1240777.21339552
2026-03-11,85.9,88.12,84.34,86.58,1137043.87907234
2026-03-12,86.59,87.73,84.72,86.84,1153695.87135857
2026-03-13,86.83,93.06,86.7,88.19,2146472.99705253
2026-03-14,88.18,88.71,86.54,88.07,439486.28601171
2026-03-15,88.07,93.23,87.34,92.33,953718.91603759
2026-03-16,92.33,97.7,91.19,96.2,2100286.78492551
2026-03-17,96.21,96.96,93.17,94.65,1223582.1256299
2026-03-18,94.64,95.68,88.56,90.08,1414285.04750623
2026-03-19,90.07,91.41,87.01,88.9,1148661.78163235
2026-03-20,88.9,90.44,88.12,89.82,710333.65936814
2026-03-21,89.83,90.79,87.13,87.55,324151.6373245
2026-03-22,87.55,89.2,85.12,86.2,750638.49272832
2026-03-23,86.2,92.27,85.08,91.42,1594405.28404924
2026-03-24,91.43,92.2,88.38,90.76,1337227.36895301
2026-03-25,90.76,93.44,90.7,91.68,1146678.92651843
2026-03-26,91.67,91.98,85.36,86.47,1196517.88512238
2026-03-27,86.48,86.99,81.78,83.05,1360961.88595119
2026-03-28,83.04,84.2,81.67,82.02,520036.39786341
2026-03-29,82.02,83.17,79.0,81.37,517235.84537388
2026-03-30,81.37,84.97,81.09,82.48,1132598.98464048
2026-03-31,82.49,84.53,80.06,83.12,1584200.93223525
2026-04-01,83.12,86.63,80.76,81.17,1503584.23205001
2026-04-02,81.16,81.77,76.69,78.95,1870987.89148701
2026-04-03,78.95,80.91,78.86,80.39,826458.8964222
2026-04-04,80.39,81.59,79.59,80.83,471712.43433251
2026-04-05,80.83,82.1,78.48,81.85,783923.62075583
2026-04-06,81.86,83.17,79.6,80.03,1185695.16651106
2026-04-07,80.01,87.0,78.36,85.56,2182514.64515706
2026-04-08,85.55,85.9,82.25,82.57,1164454.969112
2026-04-09,82.57,85.9,81.41,83.34,1135517.20664524
2026-04-10,83.35,85.68,82.68,84.86,877815.75950985
2026-04-11,84.86,86.29,83.82,84.97,513391.20055892
2026-04-12,84.97,85.04,81.29,81.54,877245.15822047
2026-04-13,81.54,86.83,81.4,86.56,1471210.44986345
2026-04-14,86.55,87.71,83.34,83.76,1566992.0370181
2026-04-15,83.75,85.85,82.69,84.92,1289744.24372797
2026-04-16,84.92,90.53,83.85,89.09,1665834.81992258
2026-04-17,89.08,90.8,87.39,88.8,1743019.10928578
2026-04-18,88.8,89.2,85.82,86.21,739712.29430168
2026-04-19,86.2,87.15,82.96,83.48,1110171.83808002
2026-04-20,83.5,86.25,83.36,85.31,976038.14385376
2026-04-21,85.33,86.93,84.33,86.07,1242557.67322708
2026-04-22,86.08,89.36,86.03,86.91,1392596.73575385
2026-04-23,86.9,87.19,84.5,86.17,1393141.47527986
2026-04-24,86.17,86.99,84.97,86.22,1352019.21870647
2026-04-25,86.22,86.83,85.54,86.2,339151.48955555
2026-04-26,86.2,87.34,85.86,86.95,507844.24498484
2026-04-27,86.96,88.1,83.65,84.8,1262357.45717403
2026-04-28,84.81,84.92,82.96,84.05,719055.00404388
2026-04-29,84.05,85.56,81.35,83.02,1233285.19201456
2026-04-30,83.02,83.98,82.14,83.05,911504.32147459
2026-05-01,83.05,84.86,83.05,83.76,844901.05596626
2026-05-02,83.75,84.96,83.43,84.26,329133.15680476
2026-05-03,84.26,84.96,83.57,83.91,374872.56473566
2026-05-04,83.9,85.88,83.24,84.09,1090562.32706649
2026-05-05,84.09,86.98,84.02,86.27,947619.5128974
2026-05-06,86.26,90.01,86.09,89.15,1191499.06228193
2026-05-07,89.15,90.43,87.62,88.4,916138.88856662
2026-05-08,88.42,92.84,87.93,92.02,656916.95175997
2026-05-09,92.02,94.16,91.85,93.11,501027.49425709
2026-05-10,93.12,96.9,92.59,96.44,1111625.10824384
2026-05-11,96.44,98.39,94.25,97.36,1688417.23370194
2026-05-12,97.35,97.66,93.56,94.27,944771.20242357
2026-05-13,94.26,95.96,90.22,91.14,1023092.45581343
2026-05-14,91.14,93.66,89.77,92.13,814062.00799435
2026-05-15,92.14,92.65,88.49,89.19,1081655.46532156
2026-05-16,89.19,89.38,85.48,86.51,453805.02302837
2026-05-17,86.51,87.25,83.41,85.19,516440.27588888
2026-05-18,85.19,85.75,83.43,85.31,981068.42279743
2026-05-19,85.32,85.9,83.63,84.23,762297.05342486
2026-05-20,84.22,87.0,83.76,86.09,777451.98228383
2026-05-21,86.09,87.91,85.23,87.27,835779.58405712
2026-05-22,87.26,87.77,83.87,84.29,835533.28180375
2026-05-23,84.3,87.42,81.31,85.65,1065367.07514005
2026-05-24,85.66,86.86,83.58,85.17,652213.95928456
2026-05-25,85.17,86.44,84.63,84.97,380858.77347702
2026-05-26,84.98,86.03,83.03,83.59,672238.68033844
2026-05-27,83.61,84.68,82.0,82.3,677389.49305748
2026-05-28,82.28,82.95,79.88,82.0,1032660.53182147
2026-05-29,81.99,83.1,80.24,81.92,872980.71085984
2026-05-30,81.91,83.05,81.77,82.61,309975.18788538
2026-05-31,82.61,83.27,81.22,82.32,282682.00312598
2026-06-01,82.31,82.98,78.97,81.16,793818.25197658
2026-06-02,81.16,81.18,72.64,74.12,1448942.01430681
2026-06-03,74.13,75.61,70.83,71.52,1377492.43429258
2026-06-04,71.5,72.0,66.67,68.79,1716444.49473924
2026-06-05,68.78,69.02,61.42,63.62,2503644.19773972
2026-06-06,63.63,64.83,60.11,62.15,1185552.50468335
2026-06-07,62.17,67.9,61.91,66.46,1102390.1193053
2026-06-08,66.47,68.16,64.91,66.81,1120172.62407101
2026-06-09,66.8,67.43,63.46,64.92,1149203.75094848
2026-06-10,64.93,65.71,62.28,63.13,1012185.87073689
2026-06-11,63.14,67.32,63.13,66.85,1034456.94000592
2026-06-12,66.86,68.76,65.84,66.79,756289.96233482
2026-06-13,66.77,69.53,66.56,68.9,540176.25317885
2026-06-14,68.9,71.24,66.92,71.24,545034.20274056
2026-06-15,71.24,76.05,70.65,73.93,1136336.21719524
2026-06-16,73.93,75.59,72.27,73.46,784787.68204425
2026-06-17,73.46,74.62,70.72,71.98,1019254.95274706
2026-06-18,71.99,72.61,68.12,69.63,825474.01076529
2026-06-19,69.63,70.0,67.86,69.68,492446.42128977
2026-06-20,69.67,74.21,69.43,73.14,562716.18708757
2026-06-21,73.16,74.58,72.22,72.38,524961.64229347
2026-06-22,72.37,74.92,71.33,71.88,775320.50890058
2026-06-23,71.87,71.97,68.08,69.6,656368.34127309
2026-06-24,69.6,70.33,64.62,68.01,1056355.85716757
2026-06-25,68.0,69.55,63.94,67.61,1347771.98601964
2026-06-26,67.62,73.82,65.82,71.79,2047710.65439355
2026-06-27,71.8,73.07,70.11,70.39,446749.36590471
2026-06-28,70.39,72.27,69.64,71.28,497283.41033774
2026-06-29,71.28,76.33,70.24,75.05,1731604.42536428
2026-06-30,75.05,75.12,71.86,73.55,1027360.99461775
2026-07-01,73.54,78.87,72.16,77.38,1554012.23162718
2026-07-02,77.38,82.68,76.82,80.63,1302947.34605263
2026-07-03,80.62,83.14,80.25,82.28,677191.96631496
2026-07-04,82.28,83.91,81.29,81.72,595843.09655669
2026-07-05,81.72,82.35,79.6,81.52,466145.538205
2026-07-06,81.52,83.65,79.16,81.89,954227.95328007
2026-07-07,81.9,82.74,80.29,80.52,821537.66890202
2026-07-08,80.53,80.72,76.18,77.76,1167624.09685115
2026-07-09,77.76,78.76,76.64,77.99,833177.75016645
2026-07-10,77.99,79.6,77.01,78.07,845272.11123564
2026-07-11,78.06,78.8,76.7,76.74,409640.11661553
2026-07-12,76.73,77.73,75.6,76.88,414304.81082996
2026-07-13,76.86,78.15,74.02,74.91,832770.96693291
2026-07-14,74.92,77.9,74.47,77.81,880850.26107807
2026-07-15,77.82,78.96,76.89,77.24,668708.82200841
2026-07-16,77.23,77.57,74.97,75.26,581047.8612194
2026-07-17,75.24,75.69,73.31,74.98,680303.46088944
2026-07-18,74.98,75.58,74.46,75.46,272641.43406763
2026-07-19,75.47,76.62,75.29,76.33,304804.67405768
2026-07-20,76.33,78.32,75.4,77.7,721898.62908526
2026-07-21,77.7,78.81,77.42,78.09,644506.95414789
2026-07-22,78.1,78.78,76.93,77.95,546951.85682111
2026-07-23,77.95,78.5,75.36,75.83,586165.68542788
2026-07-24,75.82,76.4,73.38,73.9,456984.17951764
2026-07-25,73.9,74.67,73.48,74.46,240232.5747507
2026-07-26,74.47,77.02,74.4,76.69,260978.9445479
2026-07-27,76.71,77.42,73.67,74.13,533057.46322593
2026-07-28,74.14,74.51,72.27,73.73,683340.89166356
2026-07-29,73.73,74.44,72.24,73.6,657052.98165444
2026-07-30,73.59,74.94,73.06,74.44,544911.40815352
2026-07-31,74.44,75.22,72.48,72.79,778733.89663399
2026-08-01,72.81,73.14,70.51,71.88,387587.61458777
2026-08-02,71.88,74.25,71.86,73.54,361043.25209474
2026-08-03,73.55,74.21,71.88,73.49,596243.56588552
2026-08-04,73.48,74.4,72.98,73.7,474191.33059368
2026-08-05,73.69,74.74,73.19,73.97,542890.20652125
2026-08-06,73.97,74.3,72.28,72.63,458948.6095954
2026-08-07,72.62,74.31,72.38,73.63,642205.02079636
2026-08-08,73.62,76.75,73.54,75.96,401493.5139847
2026-08-09,75.94,77.75,75.69,76.21,422024.17621731
2026-08-10,76.2,77.09,75.48,75.92,594080.50929083
2026-08-11,75.93,76.6,74.58,76.22,708138.89804036
2026-08-12,76.22,77.23,75.24,75.56,583937.10313239
2026-08-13,75.55,76.54,75.04,76.21,485681.01938059
2026-08-14,76.2,76.26,74.59,75.33,395155.95948463
2026-08-15,75.32,75.66,74.96,75.28,225931.31125427
2026-08-16,75.27,75.63,74.09,74.54,223702.23240105
2026-08-17,74.54,76.16,74.36,75.95,454894.91330482
2026-08-18,75.95,77.39,75.15,77.01,537390.00671554
2026-08-19,77.01,87.26,76.58,85.34,1712272.66061996
2026-08-20,85.34,88.05,83.94,87.64,1248014.656361
2026-08-21,87.63,95.0,87.55,93.72,2184474.83467068
2026-08-22,93.73,102.7,87.8,93.79,2527822.52063336
2026-08-23,93.8,97.4,91.54,92.34,705878.34980942
